1002.12	427.053	115.164	7.86
1002.13	428.888	116.529	8.167
1002.14	428.741	117.471	8.513
1002.16	430.191	119.148	8.961
1002.17	427.779	119.789	9.42
1002.18	423.966	119.626	9.739
1002.19	418.133	118.406	9.892
1002.21	414.153	117.674	10.034
1002.22	407.625	115.969	10.089
1002.23	403.672	114.762	10.058
1002.24	400.576	113.788	10.024
1002.26	397.169	113.08	10.121
1002.27	391.012	111.426	10.159
1002.28	382.963	109.054	10.128
1002.29	380.175	108.194	10.103
1002.31	374.957	106.668	10.086
1002.32	372.794	105.973	10.054
1002.33	368.598	104.736	10.036
1002.34	366.168	104.02	10.026
1002.36	366.61	104.123	10.017
1002.37	365.293	103.739	10.013
1002.38	363.128	103.119	10.011
1002.39	362.95	103.058	10.006
1002.41	361.624	102.678	10.005
1002.42	360.744	102.43	10.005
1002.43	360.879	102.46	10.002
1002.44	360.717	102.408	10
1002.46	359.644	102.108	10.002
1002.47	358.604	101.867	10.024
1002.48	359.857	102.273	10.045
1002.49	359.063	102.119	10.075
1002.51	358.405	101.998	10.102
1002.52	358.07	101.917	10.108
1002.53	356.747	101.552	10.113
1002.54	356.452	101.502	10.127
1002.56	358.451	102.181	10.173
1002.57	360.834	102.98	10.222
1002.58	363.576	103.741	10.213
1002.59	364.853	104.163	10.237
1003.01	366.544	104.742	10.276
1003.02	369.824	105.412	10.168
1003.03	372.734	106.222	10.161
1003.04	375.243	106.909	10.15
1003.06	380.7	108.556	10.186
1003.07	382.928	109.251	10.209
1003.08	385.345	109.869	10.181
1003.09	388.164	110.541	10.131
1003.11	393.227	111.898	10.099
1003.12	396.794	112.873	10.083
1003.13	399.774	113.669	10.064
1003.14	404.929	114.899	9.977
1003.16	407.324	115.29	9.871
1003.17	411.262	116.017	9.73
1003.18	416.279	116.81	9.507
1003.19	420.08	117.133	9.241
1003.20	425.136	117.842	8.994
1003.22	427.661	117.754	8.717
1003.23	430.165	117.786	8.487
1003.24	431.957	117.886	8.35
1003.25	432.403	117.949	8.33
1003.27	434.872	118.837	8.404
1003.28	436.941	120.101	8.645
1003.29	438.679	121.697	9.028
1003.30	435.162	121.794	9.398
1003.32	431.076	121.483	9.688
1003.33	426.183	120.648	9.878
1003.34	420.832	119.479	10.001
1003.35	418.529	118.826	10.001
1003.37	412.632	117.476	10.119
1003.38	407.113	116.155	10.21
1003.39	402.28	114.585	10.14
1003.40	398.117	113.395	10.138
1003.42	391.243	111.489	10.158
1003.43	384.927	109.619	10.131
1003.44	380.91	108.455	10.123
1003.45	375.973	107.021	10.112
1003.47	371.666	105.718	10.081
1003.48	370.177	105.239	10.058
1003.49	368.978	104.87	10.047
1003.50	366.321	104.094	10.038
1003.52	365.155	103.757	10.036
1003.53	364.492	103.564	10.034
1003.54	362.982	103.127	10.031
1003.55	361.178	102.608	10.028
1003.57	360.463	102.397	10.025
1003.58	361.061	102.563	10.023
1003.59	360.133	102.29	10.019
1004.00	359.771	102.177	10.015
1004.02	360.39	102.362	10.019
1004.03	359.307	102.063	10.023
1004.04	358.945	101.987	10.034
1004.05	358.86	101.999	10.049
1004.07	358.664	101.992	10.069
1004.08	357.57	101.731	10.09
1004.09	358.108	101.964	10.123
1004.10	357.585	101.827	10.128
1004.12	358.815	102.211	10.142
1004.13	359.541	102.532	10.19
1004.14	362.177	103.282	10.189
1004.15	363.422	103.489	10.128
1004.17	365.124	103.928	10.11
1004.18	367.836	104.742	10.127
1004.19	371.718	106.104	10.23
1004.20	373.891	106.805	10.262
1004.22	376.563	107.423	10.204
1004.23	379.585	107.922	10.062
1004.24	385.579	109.588	10.047
1004.25	387.649	110.347	10.112
1004.27	390.229	111.101	10.12
1004.28	395.029	112.442	10.11
1004.29	399.307	113.61	10.092
1004.30	401.128	114.118	10.088
1004.31	404.469	114.937	10.039
1004.33	406.63	115.194	9.908
1004.34	411.895	116.106	9.698
1004.35	416.186	116.619	9.447
1004.36	422	117.362	9.132
1004.38	425.481	117.631	8.886
1004.39	428.262	117.835	8.687
1004.40	431.41	118.279	8.54
1004.41	432.153	118.446	8.527
1004.43	433.773	119.109	8.603
1004.44	437.315	120.57	8.771
1004.45	439.12	122.147	9.14
1004.46	434.466	122.148	9.587
1004.48	428.471	121.186	9.84
1004.49	424.014	120.257	9.957
1004.50	418.969	119.044	10.035
1004.51	414.903	117.835	10.015
1004.53	413.523	117.7	10.108
1004.54	406.308	115.847	10.182
1004.55	400.052	113.942	10.137
1004.56	395.241	112.534	10.122
1004.58	389.799	111.044	10.145
1004.59	384.487	109.504	10.135
1005.00	380.409	108.236	10.093
1005.01	376.32	107.02	10.072
1005.03	373.175	106.108	10.065
1005.04	369.294	104.972	10.052
1005.05	367.871	104.589	10.061
1005.06	365.907	103.999	10.048
1005.08	366.219	104.051	10.033
1005.09	362.736	102.96	9.991
1005.10	362.501	102.832	9.965
1005.11	361.666	102.569	9.955
1005.13	362.02	102.654	9.949
1005.14	361.487	102.494	9.945
1005.15	360.516	102.206	9.94
1005.16	360.937	102.326	9.94
1005.18	360.01	102.133	9.969
1005.19	358.687	101.88	10.02
1005.20	359.838	102.252	10.038
1005.21	359.773	102.247	10.044
1005.23	359.175	102.097	10.052
1005.24	359.5	102.24	10.073
1005.25	358.222	101.98	10.116
1005.26	359.007	102.255	10.138
1005.28	359.56	102.455	10.155
1005.29	360.33	102.703	10.167
1005.30	364.065	103.668	10.127
1005.31	365.786	104.42	10.233
1005.33	367.561	105.132	10.317
1005.34	372.474	106.319	10.229
1005.35	374.748	107.078	10.273
